,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
37,1.0,admin.,divorced,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
38,1.0,admin.,single,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
39,2.0,services,divorced,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
40,2.0,management,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
41,3.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
42,3.0,retired,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
43,1.0,admin.,single,primary,no,0.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
44,3.0,self-employed,married,tertiary,no,0.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
45,2.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
46,3.0,technician,divorced,secondary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
47,0.0,management,single,tertiary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
48,3.0,blue-collar,married,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
49,2.0,management,divorced,tertiary,no,0.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
50,0.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
51,2.0,admin.,single,secondary,no,0.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,no
52,0.0,technician,single,secondary,no,0.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
53,1.0,entrepreneur,single,tertiary,no,1.0,no,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
54,1.0,management,single,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
55,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
56,1.0,blue-collar,single,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
57,0.0,admin.,married,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
58,3.0,technician,divorced,secondary,no,1.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,no
59,3.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
60,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
61,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
62,2.0,management,married,tertiary,no,4.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
63,3.0,retired,married,tertiary,no,1.0,no,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
64,3.0,management,divorced,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
65,3.0,technician,married,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
66,3.0,blue-collar,married,secondary,no,3.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
67,0.0,services,married,secondary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
68,3.0,management,married,secondary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
69,3.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
70,2.0,technician,married,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
71,3.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
72,2.0,blue-collar,married,secondary,no,1.0,no,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
73,3.0,services,divorced,secondary,no,1.0,no,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
74,2.0,services,divorced,secondary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
75,3.0,services,divorced,secondary,yes,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
76,2.0,admin.,single,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
77,2.0,services,divorced,secondary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
78,2.0,technician,single,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
79,3.0,admin.,married,secondary,no,2.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,yes
80,2.0,self-employed,married,tertiary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
81,2.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
82,2.0,management,divorced,secondary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
83,3.0,retired,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
84,2.0,management,single,secondary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
85,0.0,technician,married,secondary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
86,3.0,admin.,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
87,3.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
88,3.0,entrepreneur,divorced,secondary,no,0.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
89,1.0,management,married,tertiary,no,1.0,yes,yes,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
90,3.0,blue-collar,married,secondary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
91,3.0,retired,married,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
92,1.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
93,2.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
94,2.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
95,3.0,blue-collar,married,primary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
96,3.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
97,3.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,0.0,1.0,2.0,0.0,failure,no
98,0.0,technician,single,tertiary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
99,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
100,2.0,technician,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
101,1.0,admin.,married,secondary,no,1.0,no,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
102,3.0,retired,single,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
103,2.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,no
104,0.0,services,divorced,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
105,2.0,technician,divorced,secondary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
106,3.0,self-employed,married,primary,no,0.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
107,1.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
108,3.0,retired,divorced,primary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
109,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
110,1.0,admin.,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
111,1.0,management,single,tertiary,no,0.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
112,3.0,management,divorced,tertiary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
113,3.0,technician,married,primary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
114,3.0,technician,divorced,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
115,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
116,1.0,admin.,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,1.0,2.0,0.0,failure,no
117,2.0,services,married,secondary,no,1.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
118,3.0,technician,married,tertiary,no,1.0,no,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
119,1.0,technician,single,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
120,0.0,admin.,single,secondary,no,1.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
121,1.0,services,married,secondary,no,0.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
122,0.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
123,3.0,services,married,secondary,no,2.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,yes
124,3.0,management,married,secondary,no,2.0,no,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
125,0.0,admin.,single,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
126,1.0,technician,single,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
127,3.0,admin.,single,secondary,no,1.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
128,0.0,unemployed,single,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
129,0.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
130,0.0,technician,single,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
131,2.0,services,single,secondary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
132,0.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
133,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
134,3.0,housemaid,divorced,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
135,1.0,self-employed,single,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
136,3.0,unemployed,married,tertiary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
137,1.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
138,3.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
139,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
140,3.0,blue-collar,divorced,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
141,2.0,unemployed,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
142,2.0,services,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
143,3.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
144,2.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
145,0.0,student,single,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
146,1.0,management,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
147,2.0,technician,married,primary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
148,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
149,2.0,blue-collar,married,secondary,no,2.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
150,3.0,retired,divorced,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
151,3.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,1.0,2.0,0.0,failure,no
152,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
153,2.0,services,married,secondary,no,2.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
154,1.0,technician,single,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
155,2.0,services,single,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
156,1.0,blue-collar,married,secondary,no,2.0,yes,no,cellular,5,may,3.0,1.0,2.0,0.0,failure,no
157,2.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
158,0.0,admin.,single,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
159,3.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
160,3.0,technician,married,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
161,3.0,admin.,married,tertiary,no,1.0,no,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,yes
162,2.0,blue-collar,married,primary,no,1.0,no,no,cellular,5,may,1.0,1.0,2.0,0.0,failure,no
163,1.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,no
164,2.0,services,married,secondary,no,2.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
165,3.0,entrepreneur,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
166,1.0,retired,single,primary,no,1.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
167,3.0,admin.,divorced,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
168,3.0,admin.,divorced,secondary,no,2.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
169,2.0,unemployed,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
170,1.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
171,3.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
172,2.0,management,married,secondary,no,2.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
173,0.0,services,married,tertiary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
174,1.0,technician,divorced,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
175,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,no
176,1.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
177,1.0,admin.,married,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
178,3.0,retired,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
179,1.0,services,divorced,secondary,no,3.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
180,3.0,management,married,secondary,no,3.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
181,1.0,blue-collar,single,secondary,no,1.0,yes,yes,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
182,0.0,management,single,tertiary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
183,2.0,retired,married,secondary,no,2.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
184,1.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
185,3.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
186,2.0,admin.,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
187,1.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
188,1.0,blue-collar,single,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
189,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
190,2.0,technician,divorced,tertiary,no,1.0,no,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
191,2.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
192,3.0,blue-collar,divorced,primary,no,2.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
193,2.0,admin.,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
194,2.0,self-employed,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
195,2.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
196,1.0,student,single,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
197,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
198,2.0,services,married,secondary,no,3.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
199,1.0,management,married,tertiary,no,1.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
200,1.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
201,1.0,services,single,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
202,2.0,retired,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
203,1.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
204,3.0,retired,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
205,3.0,housemaid,divorced,primary,no,1.0,no,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
206,1.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
207,3.0,blue-collar,married,primary,no,0.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
208,1.0,technician,married,tertiary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
209,2.0,blue-collar,married,secondary,no,1.0,no,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
210,3.0,unemployed,married,secondary,no,1.0,no,no,cellular,5,may,2.0,1.0,2.0,0.0,failure,no
211,2.0,housemaid,married,primary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
212,1.0,management,married,tertiary,no,1.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
213,1.0,unemployed,married,secondary,no,1.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
214,0.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
215,1.0,entrepreneur,divorced,secondary,no,0.0,yes,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
216,3.0,retired,married,secondary,no,1.0,no,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
217,2.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
218,3.0,management,married,secondary,no,2.0,yes,no,cellular,5,may,1.0,1.0,2.0,0.0,failure,no
219,1.0,management,single,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
220,1.0,blue-collar,married,secondary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
221,3.0,services,divorced,secondary,no,2.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
222,2.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
223,0.0,services,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
224,3.0,entrepreneur,married,secondary,no,1.0,yes,no,cellular,5,may,4.0,0.0,2.0,0.0,failure,no
225,3.0,blue-collar,married,secondary,no,2.0,no,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
226,3.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
227,2.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
228,3.0,admin.,divorced,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
229,1.0,blue-collar,married,primary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
230,2.0,admin.,divorced,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
231,2.0,blue-collar,divorced,primary,no,1.0,yes,yes,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
232,2.0,technician,married,secondary,no,1.0,yes,yes,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
233,2.0,entrepreneur,married,secondary,no,1.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
234,1.0,admin.,married,secondary,no,1.0,no,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
235,2.0,technician,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
236,2.0,management,married,tertiary,no,3.0,yes,no,cellular,5,may,1.0,1.0,2.0,0.0,failure,no
237,2.0,management,married,secondary,no,1.0,no,no,cellular,5,may,2.0,0.0,2.0,0.0,failure,no
238,0.0,blue-collar,single,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
239,1.0,management,married,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
240,1.0,blue-collar,married,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
241,2.0,services,married,secondary,no,2.0,yes,no,cellular,5,may,3.0,0.0,2.0,0.0,failure,no
242,2.0,admin.,married,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
243,3.0,blue-collar,married,secondary,no,1.0,yes,yes,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
244,1.0,services,single,secondary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
245,1.0,technician,divorced,secondary,no,1.0,yes,no,cellular,5,may,1.0,0.0,2.0,0.0,failure,no
246,2.0,management,single,tertiary,no,1.0,yes,no,cellular,5,may,0.0,0.0,2.0,0.0,failure,no
